"","CRN","Time","Days","Course Location","SEC","Seats","Title","Old GE"," New GE","Instructor","Units"
"1624","34393","4:10 - 5:00 PM","MWF","BIS 102REMOTE TBA","002","130","Struc & Func Biomolecule","SE","QL SE","Hilt, K","3.0"
"1625","34394","11:00 - 12:30 PM","TR","BIS 103REMOTE TBA","001","0","Bioenergetics/Metabolism","SE","SE","Monfared, M","3.0"
"1626","34395","3:10 - 4:30 PM","TR","BIS 103REMOTE TBA","002","0","Bioenergetics/Metabolism","SE","SE","Monfared, M","3.0"
"1627","34396","12:10 - 1:30 PM","MWF","BIS 103REMOTE TBA","003","0","Bioenergetics/Metabolism","SE","SE","Zerbe, P","3.0"
"1628","34397","3:10 - 4:00 PM","MWF","BIS 104REMOTE TBA","001","0","Cell Biology","SE","SE","Carrasco Garcia, S","3.0"
"1629","34399","1:10 - 2:00 PM","MWF","BIS 105REMOTE TBA","001","0","Biomolecule & Metabolism","SE","QL SE","Hilt, K","3.0"
"1630","34400","11:00 - 11:50 AM","MWF","BIS 107REMOTE TBA","001","13","Probability w/App to Bio","SE","SE","Schreiber, S","4.0"
"1631","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1632","34400","9:00 - 10:50 AM","F","BIS 107REMOTE TBA","001","13","Probability w/App to Bio","SE","SE","Schreiber, S","4.0"
"1633","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1634","34401","1:10 - 2:00 PM","TR","BIS 180LREMOTE TBA","001","0","Genomics Laboratory","SE","SE","Maloof, J","5.0"
"1635","34401","2:10 - 5:00 PM","TR","BIS 180LREMOTE TBA","001","0","Genomics Laboratory","SE","SE","Maloof, J","5.0"
"1636","34401","1:10 - 2:00 PM","F","BIS 180LREMOTE TBA","001","0","Genomics Laboratory","SE","SE","Maloof, J","5.0"
"1637","34402","9:00 - 10:20 AM","TR","BIS 183REMOTE TBA","001","0","Functional Genomics","SE","QL SE VL","Brady, S","3.0"
"1638","@","TBA",NA,"BIS 192TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1639","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1640","@","TBA",NA,"BIS 194HTBA","-","0","Research HonorsNo GE Credit",NA,"SE WE","The Staff
                       ","2.0"
"1641","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1642","@","TBA",NA,"BIS 197TTBA","-","0","Tut Bio SciNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1643","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1644","@","TBA",NA,"BIS 198TBA","-","0","Directed Gp StudyNo GE Credit",NA,"                              No GE Credit","V",NA
"1645","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1646","@","TBA",NA,"BIS 199TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1647","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1648","@","TBA",NA,"BIS 298TBA","-","0","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1649","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1650","34444","5:10 - 6:00 PM","M","BIT 001YREMOTE TBA","A01","0","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1651","34444","9:00 - 9:50 AM","MWF","BIT 001YREMOTE TBA","A01","0","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1652","34444","TBA",NA,"BIT 001YTBA","A01","0","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1653","34445","9:00 - 9:50 AM","MWF","BIT 001YREMOTE TBA","A02","0","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1654","34445","4:10 - 5:00 PM","W","BIT 001YREMOTE TBA","A02","0","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1655","34445","TBA",NA,"BIT 001YTBA","A02","0","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1656","34446","TBA",NA,"BIT 001YTBA","A03","1","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1657","34446","2:10 - 3:00 PM","W","BIT 001YREMOTE TBA","A03","1","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1658","34446","9:00 - 9:50 AM","MWF","BIT 001YREMOTE TBA","A03","1","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1659","34447","TBA",NA,"BIT 001YTBA","A04","6","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1660","34447","2:10 - 3:00 PM","F","BIT 001YREMOTE TBA","A04","6","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1661","34447","9:00 - 9:50 AM","MWF","BIT 001YREMOTE TBA","A04","6","Intro to Biotechnology","SE","SE","Dandekar,Diepenbrock","4.0"
"1662","@","TBA",NA,"BIT 092TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1663","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1664","@","TBA",NA,"BIT 099TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1665","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1666","34504","12:10 - 4:00 PM","MW","BIT 161BREMOTE TBA","001","0","Plant Genetics & Bio Lab","SE","SE SL","Bennett,Blumwald,Jiang","4.0"
"1667","34504","12:10 - 1:00 PM","T","BIT 161BREMOTE TBA","001","0","Plant Genetics & Bio Lab","SE","SE SL","Bennett,Blumwald,Jiang","4.0"
"1668","34505","2:10 - 4:00 PM","R","BIT 188REMOTE TBA","001","15","Research Proposal","SE W","OL SE WE","Kliebenstein, D","3.0"
"1669","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1670","@","TBA",NA,"BIT 189LTBA","-","0","Research in BiotechNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1671","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1672","@","TBA",NA,"BIT 189LTBA","-","0","Research in BiotechNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1673","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1674","@","TBA",NA,"BIT 192TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1675","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1676","@","TBA",NA,"BIT 194HTBA","-","0","Biotech Honors Thesis","SE","SE WE","The Staff
                       ","
						
                        V"
"1677","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1678","@","TBA",NA,"BIT 199TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1679","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1680","34622","2:10 - 3:30 PM","MW","BPH 200BREMOTE TBA","001","12","Current Tech BiophysNo GE Credit",NA,"                              No GE Credit","Jue, T","3.0"
"1681","@","TBA",NA,"BPH 200LATBA","-","0","Lab RotationsNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","3.0"
"1682","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1683","@","TBA",NA,"BPH 200LBTBA","-","0","Lab RotationsNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","6.0"
"1684","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1685","34674","1:40 - 3:00 PM","TR","BPH 241REMOTE TBA","001","9","Membrane BiologyNo GE Credit",NA,"                              No GE Credit","Faller,Voss","3.0"
"1686","34675","2:10 - 3:00 PM","F","BPH 290LSA 1022","001","23","Biophysics SeminarNo GE Credit",NA,"                              No GE Credit","Cheng, R","1.0"
"1687","@","TBA",NA,"BPH 290CTBA","-","0","Research ConferenceNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","1.0"
"1688","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1689","@","TBA",NA,"BPH 298TBA","-","0","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1690","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1691","@","TBA",NA,"BPH 299TBA","033","0","ResearchNo GE Credit",NA,"                              No GE Credit","Grandi, E","
						
                        V"
"1692","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1693","34759","TBA",NA,"BPT 201TBA","001","27","Topics in BiophotonicsNo GE Credit",NA,"                              No GE Credit","Marcu, L","1.0"
"1694","34760","2:10 - 3:30 PM","TR","BST 224REMOTE TBA","001","11","Analys Longitudinal DataNo GE Credit",NA,"                              No GE Credit","Chen, S","4.0"
"1695","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1696","34760","3:40 - 4:00 PM","TR","BST 224REMOTE TBA","001","11","Analys Longitudinal DataNo GE Credit",NA,"                              No GE Credit","Chen, S","4.0"
"1697","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1698","34762","12:10 - 1:00 PM","T","BST 290MATSCI 1147","001","15","Seminar in BiostatisticsNo GE Credit",NA,"                              No GE Credit","Tancredi, D","1.0"
"1699","@","TBA",NA,"BST 298TBA","-","0","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1700","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1701","@","TBA",NA,"BST 299TBA","-","0","Special Study for BSTNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1702","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1703","@","TBA",NA,"BST 299DTBA","-","0","Dissertation ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1704","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1705","@","TBA",NA,"CAR 192TBA","-","0","Intern CardioNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1706","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1707","@","TBA",NA,"CAR 220TBA","-","0","Basic Sci In CardNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","1.0"
"1708","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1709","@","TBA",NA,"CAR 460TBA","-","0","Consult ServiceNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1710","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1711","@","TBA",NA,"CAR 461TBA","-","0","Coronary Artery DisNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1712","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1713","@","TBA",NA,"CAR 464TBA","-","0","Preventive CardioNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1714","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1715","@","TBA",NA,"CAR 493TBA","001","99","Gender Med SSMNo GE Credit",NA,"                              No GE Credit","Sweet,Villablanca","6.0"
"1716","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1717","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1718","@","TBA",NA,"CAR 493TBA","001","99","Gender Med SSMNo GE Credit",NA,"                              No GE Credit","Sweet,Villablanca","6.0"
"1719","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1720","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1721","@","TBA",NA,"CAR 493TBA","001","99","Gender Med SSMNo GE Credit",NA,"                              No GE Credit","Sweet,Villablanca","6.0"
"1722","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1723","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1724","@","TBA",NA,"CAR 493TBA","001","99","Gender Med SSMNo GE Credit",NA,"                              No GE Credit","Sweet,Villablanca","6.0"
"1725","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"1726","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1727","@","TBA",NA,"CAR 498TBA","-","99","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1728","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1729","@","TBA",NA,"CAR 499TBA","-","0","ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1730","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1731","62773","10:00 - 10:50 AM","F","CDM 001REMOTE TBA","A01","0","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1732","62773","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A01","0","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1733","62773","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A01","0","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1734","62774","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A02","9","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1735","62774","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A02","9","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1736","62774","11:00 - 11:50 AM","F","CDM 001REMOTE TBA","A02","9","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1737","62775","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A03","17","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1738","62775","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A03","17","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1739","62775","10:00 - 10:50 AM","F","CDM 001REMOTE TBA","A03","17","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1740","62776","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A04","20","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1741","62776","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A04","20","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1742","62776","11:00 - 11:50 AM","F","CDM 001REMOTE TBA","A04","20","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1743","62777","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A05","2","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1744","62777","4:10 - 5:00 PM","M","CDM 001REMOTE TBA","A05","2","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1745","62777","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A05","2","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1746","62778","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A06","16","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1747","62778","5:10 - 6:00 PM","M","CDM 001REMOTE TBA","A06","16","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1748","62778","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A06","16","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1749","62779","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A07","19","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1750","62779","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A07","19","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1751","62779","9:00 - 9:50 AM","T","CDM 001REMOTE TBA","A07","19","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1752","62780","5:10 - 8:00 PM","W","CDM 001REMOTE TBA","A08","18","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1753","62780","2:10 - 3:00 PM","TR","CDM 001REMOTE TBA","A08","18","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1754","62780","10:00 - 10:50 AM","T","CDM 001REMOTE TBA","A08","18","Intro to Film Studies","AH","AH","Okpako, B","4.0"
"1755","34885","3:10 - 4:30 PM","TR","CDM 003REMOTE TBA","001","0","Media Archaeology","AH SE","AH SE VL WE","Drew, J","4.0"
"1756","62102","4:10 - 7:00 PM","T","CDM 100REMOTE TBA","001","0","Exp Digital Cinema I","AH","AH OL VL","Okpako, B","4.0"
"1757","62102","4:10 - 7:00 PM","R","CDM 100REMOTE TBA","001","0","Exp Digital Cinema I","AH","AH OL VL","Okpako, B","4.0"
"1758","34894","11:00 - 1:50 PM","M","CDM 135REMOTE TBA","001","0","Obj Orient Prog ArtistsNo GE Credit",NA,"VL","Lemieux, P","4.0"
"1759","34894","11:00 - 1:50 PM","W","CDM 135REMOTE TBA","001","0","Obj Orient Prog ArtistsNo GE Credit",NA,"VL","Lemieux, P","4.0"
"1760","34895","1:10 - 2:00 PM","TR","CDM 156REMOTE TBA","A01","1","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1761","34895","6:10 - 7:00 PM","R","CDM 156REMOTE TBA","A01","1","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1762","34895","TBA",NA,"CDM 156REMOTE TBA","A01","1","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1763","34896","1:10 - 2:00 PM","TR","CDM 156REMOTE TBA","A02","2","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1764","34896","5:10 - 6:00 PM","R","CDM 156REMOTE TBA","A02","2","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1765","34896","TBA",NA,"CDM 156REMOTE TBA","A02","2","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1766","34897","6:10 - 7:00 PM","R","CDM 156REMOTE TBA","A03","5","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1767","34897","TBA",NA,"CDM 156REMOTE TBA","A03","5","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1768","34897","1:10 - 2:00 PM","TR","CDM 156REMOTE TBA","A03","5","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1769","62170","TBA",NA,"CDM 156REMOTE TBA","A04","13","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1770","62170","5:10 - 6:00 PM","R","CDM 156REMOTE TBA","A04","13","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1771","62170","1:10 - 2:00 PM","TR","CDM 156REMOTE TBA","A04","13","Epic Television","AH","AH OL VL WE","Doucette, J","4.0"
"1772","@","TBA",NA,"CDM 192TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1773","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1774","@","10:00 - 12:50 PM","TR","CDM 198REMOTE TBA","001","6","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","Amde, L","
						
                        V"
"1775","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1776","@","2:10 - 5:00 PM","TR","CDM 198REMOTE TBA","002","15","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","Amde, L","
						
                        V"
"1777","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1778","@","3:10 - 5:00 PM","TR","CDM 198REMOTE TBA","003","2","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","Boluk, S","
						
                        V"
"1779","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1780","@","1:10 - 4:00 PM","T","CDM 198REMOTE TBA","004","9","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","Smith, A","
						
                        V"
"1781","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1782","@","4:10 - 7:00 PM","MW","CDM 198REMOTE TBA","005","10","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","Lemieux, P","
						
                        V"
"1783","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"1784","@","TBA",NA,"CDM 396TBA","-","0","Teaching Asst Train PracNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"1785","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
